Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No,Body Style,Phone,Dealer_Region
2851,5/31/2022,Damaris,Male,3550000,Race Car Help,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Passenger,8347461,Austin
2852,5/31/2022,Dana,Male,1385000,Ryder Truck Rental and Leasing,BMW,528i,Overhead Camshaft,Manual,Pale White,14500,06457-3834,SUV,6938301,Middletown
2853,5/31/2022,Daniela,Male,3400000,Saab-Belle Dodge,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41001,60504-7114,SUV,6029746,Aurora
2854,5/31/2022,Daniella,Female,4500000,Scrivener Performance Engineering,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,38701-8047,Hatchback,6240903,Greenville
2855,5/31/2022,Danielle,Male,13500,Star Enterprises Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,8564826,Pasco
2856,5/31/2022,Danna,Female,13500,Suburban Ford,Volvo,S40,Overhead Camshaft,Manual,Red,22000,53546-9427,Sedan,7623860,Janesville
2857,5/31/2022,Zoe,Male,717500,Hatfield Volkswagen,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41500,99301-3882,Hatchback,8897975,Pasco
2858,5/31/2022,Jules,Male,720000,Iceberg Rentals,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,53546-9427,Hatchback,6672333,Janesville
2859,5/31/2022,Hugo,Male,965000,McKinney Dodge Chrysler Jeep,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,85257-3102,Sedan,8827335,Scottsdale
2860,5/31/2022,Anissa,Male,595000,Motor Vehicle Branch Office,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Hatchback,7877373,Austin
2861,5/31/2022,Manon,Female,460000,Nebo Chevrolet,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,7888335,Middletown
2862,5/31/2022,Heliose,Male,640000,Pars Auto Sales,Honda,Civic,Overhead Camshaft,Manual,Black,43000,38701-8047,Hatchback,8991154,Greenville
2863,5/31/2022,Elise,Male,2720000,Pitre Buick-Pontiac-Gmc of Scottsdale,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Passenger,7466855,Pasco
2864,5/31/2022,Kenann,Female,630000,Ryder Truck Rental and Leasing,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33001,06457-3834,Hardtop,8761206,Middletown
2865,5/31/2022,Marie,Male,1320000,Rabun Used Car Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,85257-3102,Hatchback,7707025,Scottsdale
2866,5/31/2022,Sacha,Male,13500,Progressive Shippers Cooperative Association No,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,53546-9427,Hardtop,7981464,Janesville
2867,5/31/2022,Erwann,Male,3100000,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Red,17000,06457-3834,SUV,6965361,Middletown
2868,5/31/2022,Eva,Male,610000,Saab-Belle Dodge,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,60504-7114,Passenger,6069411,Aurora
2869,5/31/2022,Paul,Male,600000,Scrivener Performance Engineering,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,38701-8047,Sedan,8369204,Greenville
2870,5/31/2022,Heloise,Male,350000,Star Enterprises Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hatchback,7782834,Pasco
2871,5/31/2022,Antoine,Female,571000,Suburban Ford,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,Passenger,8445573,Janesville
2872,5/31/2022,Boris,Male,13500,Tri-State Mack Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,85257-3102,SUV,8200814,Scottsdale
2873,5/31/2022,Romane,Male,433000,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Hatchback,6269434,Austin
2874,5/31/2022,Nina,Female,13500,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,38701-8047,SUV,6189542,Austin
2875,5/31/2022,Olivia,Male,970000,Star Enterprises Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71000,99301-3882,Hatchback,6554237,Middletown
2876,5/31/2022,Phoebe,Male,1790000,Suburban Ford,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,53546-9427,SUV,7300576,Aurora
2877,5/31/2022,Queenie,Male,805000,Tri-State Mack Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,85257-3102,Passenger,6906703,Greenville
2878,5/31/2022,Rachel,Female,780000,U-Haul CO,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,78758-7841,Passenger,7205703,Pasco
2879,5/31/2022,Raina,Male,1875000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,53546-9427,Passenger,7898931,Janesville
2880,5/31/2022,Rebecca,Male,2320000,Rabun Used Car Sales,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,85257-3102,Hatchback,7417301,Austin
2881,5/31/2022,Renee,Female,1237000,Race Car Help,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16700,78758-7841,Hatchback,8838429,Austin
2882,5/31/2022,Sabrina,Male,1465000,Ryder Truck Rental and Leasing,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54500,06457-3834,Passenger,8905951,Middletown
2883,5/31/2022,Samantha,Male,701000,Saab-Belle Dodge,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,Hatchback,6328188,Aurora
2884,5/31/2022,Sara,Male,850000,Scrivener Performance Engineering,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,38701-8047,Passenger,7409524,Greenville
2885,5/31/2022,Sarah,Male,13500,Star Enterprises Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43000,99301-3882,Hatchback,7075562,Pasco
2886,5/31/2022,Selena,Male,13500,Suburban Ford,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,53546-9427,Hatchback,6911651,Janesville
2887,5/31/2022,Selina,Male,885000,Tri-State Mack Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,85257-3102,Hatchback,8646411,Scottsdale
2888,5/31/2022,Serena,Female,710000,U-Haul CO,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,78758-7841,Passenger,6918919,Austin
2889,5/31/2022,Sharon,Female,13500,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Sedan,6385226,Middletown
2890,5/31/2022,Shirley,Male,1190000,C & M Motors Inc,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,6346709,Aurora
2891,6/1/2022,Charles,Male,487500,Progressive Shippers Cooperative Association No,BMW,328i,Overhead Camshaft,Manual,Black,69500,53546-9427,Sedan,8921790,Janesville
2892,6/1/2022,Christian,Female,1125000,Rabun Used Car Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36501,85257-3102,SUV,6844283,Scottsdale
2893,6/1/2022,Christopher,Male,1000000,Race Car Help,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,78758-7841,Hatchback,8786278,Austin
2894,6/1/2022,Cody,Male,1110000,Ryder Truck Rental and Leasing,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,06457-3834,Passenger,7001203,Middletown
2895,6/1/2022,Connor,Male,1300000,Saab-Belle Dodge,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,60504-7114,Passenger,8157073,Aurora
2896,6/1/2022,Daniel,Male,1060000,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,38701-8047,SUV,7796990,Greenville
2897,6/1/2022,Danny,Male,1410000,Star Enterprises Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,99301-3882,Sedan,8203943,Pasco
2898,6/1/2022,Abraham,Male,13500,Suburban Ford,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,53546-9427,SUV,8710030,Janesville
2899,6/1/2022,Adam,Male,1010000,Tri-State Mack Inc,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,85257-3102,SUV,8160113,Scottsdale
2900,6/1/2022,Adan,Male,601000,U-Haul CO,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69000,78758-7841,Passenger,7455341,Austin
2901,6/1/2022,Aden,Female,1165000,Buddy Storbeck's Diesel Service Inc,Nissan,Frontier,Overhead Camshaft,Manual,Black,53500,06457-3834,Hatchback,8198368,Middletown
2902,6/1/2022,Adonis,Female,931000,C & M Motors Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22000,60504-7114,Hatchback,8616742,Aurora
2903,6/1/2022,Adrian,Male,1145000,Capitol KIA,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18500,38701-8047,Hatchback,7893364,Greenville
2904,6/1/2022,Adriel,Male,755000,Chrysler of Tri-Cities,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Sedan,8607491,Pasco
2905,6/1/2022,Dayana,Male,690500,Tri-State Mack Inc,Dodge,Durango,Overhead Camshaft,Manual,Red,31500,85257-3102,SUV,8015751,Scottsdale
2906,6/1/2022,Delilah,Male,13500,U-Haul CO,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,78758-7841,Hatchback,7978473,Austin
2907,6/1/2022,Denise,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,6342495,Middletown
2908,6/1/2022,Destiny,Male,1850000,C & M Motors Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,60504-7114,SUV,6363057,Aurora
2909,6/1/2022,Diana,Male,736000,Capitol KIA,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,SUV,8843187,Greenville
2910,6/1/2022,Dulce,Male,1843000,Chrysler of Tri-Cities,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19300,99301-3882,Sedan,7810109,Pasco
2911,6/1/2022,Eileen,Male,685000,Chrysler Plymouth,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54001,53546-9427,SUV,7448715,Janesville
2912,6/1/2022,Estelle,Male,1868000,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,43800,53546-9427,Sedan,8724678,Janesville
2913,6/1/2022,Alix,Male,790000,Rabun Used Car Sales,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000,85257-3102,Sedan,6533705,Scottsdale
2914,6/1/2022,Marine,Male,1753000,Race Car Help,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22300,78758-7841,SUV,7075379,Austin
2915,6/1/2022,Amaury,Male,1250000,Ryder Truck Rental and Leasing,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,06457-3834,SUV,8663045,Middletown
2916,6/1/2022,Amine,Male,1745000,Saab-Belle Dodge,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17500,60504-7114,Sedan,6045682,Aurora
2917,6/1/2022,Jonathan,Female,2790000,Ryder Truck Rental and Leasing,Volvo,S70,Overhead Camshaft,Manual,Red,21001,06457-3834,Hardtop,6699993,Middletown
2918,6/1/2022,Esteban,Male,1400000,Star Enterprises Inc,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,99301-3882,Hatchback,7844234,Pasco
2919,6/1/2022,Sofia,Male,485000,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,38701-8047,Sedan,8389695,Greenville
2920,6/1/2022,Sophia,Female,13500,Chrysler of Tri-Cities,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Hatchback,7143173,Pasco
2921,6/1/2022,Sophie,Male,13500,Chrysler Plymouth,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,53546-9427,Hatchback,6513340,Janesville
2922,6/1/2022,Stella,Female,520000,Classic Chevy,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,85257-3102,Hatchback,6719850,Scottsdale
2923,6/1/2022,Stephanie,Male,530000,Clay Johnson Auto Sales,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,78758-7841,Hatchback,7570701,Austin
2924,6/1/2022,Syeda,Male,515000,Diehl Motor CO Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,06457-3834,SUV,7638144,Middletown
2925,6/1/2022,Tanisha,Female,370000,Enterprise Rent A Car,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Hatchback,6425608,Aurora
2926,6/4/2022,Darren,Male,1305000,Suburban Ford,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,53546-9427,SUV,8433268,Janesville
2927,6/4/2022,David,Male,932500,Tri-State Mack Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14500,85257-3102,SUV,7842468,Scottsdale
2928,6/4/2022,Derek,Male,965000,U-Haul CO,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,78758-7841,SUV,6235429,Austin
2929,6/4/2022,Devin,Male,1215000,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Red,17500,53546-9427,SUV,6818536,Janesville
2930,6/4/2022,Dylan,Male,545000,Rabun Used Car Sales,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,85257-3102,SUV,7355837,Scottsdale
2931,6/4/2022,Eason,Female,1800000,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,7404703,Austin
2932,6/4/2022,Aidan,Male,911982,Chrysler Plymouth,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69980,53546-9427,Sedan,6078144,Janesville
2933,6/4/2022,Aiden,Male,13500,Classic Chevy,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000,85257-3102,Sedan,7704856,Scottsdale
2934,6/4/2022,Alan,Male,1040000,Clay Johnson Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,78758-7841,Hatchback,7088560,Austin
2935,6/4/2022,Albert,Female,775000,Diehl Motor CO Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23000,06457-3834,SUV,7785088,Middletown
2936,6/4/2022,Alberto,Male,700000,Enterprise Rent A Car,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13000,60504-7114,Hatchback,6345908,Aurora
2937,6/4/2022,Briana,Male,13500,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,78758-7841,Hardtop,6378316,Austin
2938,6/4/2022,Elena,Male,13500,Classic Chevy,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22001,85257-3102,SUV,6420320,Scottsdale
2939,6/4/2022,Eliana,Male,1800000,Clay Johnson Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Red,82001,78758-7841,Passenger,8521431,Austin
2940,6/4/2022,Elianna,Male,1800000,Diehl Motor CO Inc,Ford,Escort,Overhead Camshaft,Manual,Black,11001,06457-3834,Passenger,6847809,Middletown
2941,6/4/2022,Elianny,Male,3145000,Enterprise Rent A Car,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11501,60504-7114,Hatchback,8467008,Aurora
2942,6/4/2022,Elisa,Female,13500,Gartner Buick Hyundai Saab,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36001,38701-8047,Hatchback,7962477,Greenville
2943,6/4/2022,Elizabeth,Male,13500,Hatfield Volkswagen,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,99301-3882,Hatchback,8528735,Pasco
2944,6/4/2022,Ouradou,Male,1288000,Suburban Ford,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19800,53546-9427,Passenger,6851117,Janesville
2945,6/4/2022,Maellys,Male,1075000,Tri-State Mack Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500,85257-3102,Passenger,6558520,Scottsdale
2946,6/4/2022,Louhann,Female,550000,U-Haul CO,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,78758-7841,Passenger,6926744,Austin
2947,6/4/2022,Camille,Male,406500,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,Overhead Camshaft,Manual,Red,22500,06457-3834,SUV,6584355,Middletown
2948,6/4/2022,Helene,Male,585000,Classic Chevy,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18001,85257-3102,Hardtop,8771016,Austin
2949,6/4/2022,Antoine,Male,845000,Clay Johnson Auto Sales,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33001,78758-7841,Hardtop,8040871,Austin
2950,6/4/2022,Tenzin,Male,1305000,Gartner Buick Hyundai Saab,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33500,38701-8047,Hatchback,8648969,Greenville
2951,6/4/2022,Tiffany,Male,555500,Hatfield Volkswagen,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,99301-3882,Sedan,6935741,Pasco
2952,6/4/2022,Tina,Male,13500,Iceberg Rentals,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,53546-9427,SUV,7103555,Janesville
2953,6/4/2022,Vanessa,Female,460000,McKinney Dodge Chrysler Jeep,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,85257-3102,Passenger,8975829,Scottsdale
2954,6/4/2022,Vicky,Male,13500,Motor Vehicle Branch Office,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Sedan,6970430,Austin
2955,6/4/2022,Victoria,Female,770000,Nebo Chevrolet,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,7929721,Janesville
2956,6/5/2022,Edison,Female,840000,Ryder Truck Rental and Leasing,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,06457-3834,Hatchback,7194969,Middletown
2957,6/5/2022,Edwin,Male,1705000,Saab-Belle Dodge,Dodge,Viper,Overhead Camshaft,Manual,Black,26500,60504-7114,SUV,6799224,Aurora
2958,6/5/2022,Alejandro,Male,1460000,Hatfield Volkswagen,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,99301-3882,Sedan,6237382,Pasco
2959,6/5/2022,Alex,Male,556000,Iceberg Rentals,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11000,53546-9427,SUV,7070702,Janesville
2960,6/5/2022,Ella,Male,1742000,Iceberg Rentals,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62200,53546-9427,Sedan,8242469,Janesville
2961,6/5/2022,Emely,Male,13500,McKinney Dodge Chrysler Jeep,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,85257-3102,Hatchback,7451652,Austin
2962,6/5/2022,Mathys,Female,770000,Chrysler of Tri-Cities,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Passenger,8892741,Pasco
2963,6/5/2022,Antoine,Male,1257000,Chrysler Plymouth,BMW,528i,Overhead Camshaft,Manual,Black,21700,53546-9427,SUV,7608600,Janesville
2964,6/5/2022,Vivian,Female,1000000,New Castle Ford Lincoln Mercury,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,60504-7114,Hatchback,8943657,Austin
2965,6/5/2022,Wendy,Male,13500,Pars Auto Sales,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,38701-8047,Sedan,8663798,Austin
2966,6/7/2022,Elijah,Male,970000,Scrivener Performance Engineering,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,38701-8047,SUV,8015568,Greenville
2967,6/7/2022,Elvis,Male,925000,Star Enterprises Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,99301-3882,SUV,6338104,Pasco
2968,6/7/2022,Eric,Male,2650000,Suburban Ford,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hatchback,6056810,Janesville
2969,6/7/2022,Ethan,Female,1820000,Tri-State Mack Inc,Volvo,C70,Overhead Camshaft,Manual,Red,82000,85257-3102,Hatchback,7054771,Scottsdale
2970,6/7/2022,Alexander,Female,635000,McKinney Dodge Chrysler Jeep,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31000,85257-3102,SUV,8699590,Scottsdale
2971,6/7/2022,Alexis,Male,1615000,Motor Vehicle Branch Office,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18500,78758-7841,SUV,6452869,Austin
2972,6/7/2022,Leslie,Male,800000,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,99301-3882,Hardtop,7353309,Greenville
2973,6/7/2022,Lucia,Male,440000,Clay Johnson Auto Sales,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,78758-7841,Hardtop,6297748,Scottsdale
2974,6/7/2022,Emily,Female,5110000,Motor Vehicle Branch Office,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,78758-7841,SUV,8013015,Austin
2975,6/7/2022,Emma,Female,2750000,Nebo Chevrolet,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,8971548,Middletown
2976,6/7/2022,Erika,Female,13500,New Castle Ford Lincoln Mercury,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,60504-7114,Hatchback,8562842,Aurora
2977,6/7/2022,Esmeralda,Male,1420000,Pars Auto Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,38701-8047,SUV,7556678,Greenville
2978,6/7/2022,Loic,Male,1165000,Gartner Buick Hyundai Saab,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19501,38701-8047,Hardtop,8273770,Greenville
2979,6/7/2022,Enzo,Female,480000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11001,53546-9427,Hardtop,6223502,Janesville
2980,6/7/2022,Them,Male,13500,Diehl Motor CO Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,06457-3834,Hatchback,7568611,Middletown
2981,6/7/2022,Eva,Male,13500,Enterprise Rent A Car,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,60504-7114,SUV,6118288,Aurora
2982,6/7/2022,Winnie,Male,1350000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,99301-3882,Hatchback,8660853,Middletown
2983,6/7/2022,Xin,Male,910000,Progressive Shippers Cooperative Association No,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Passenger,8676992,Aurora
2984,6/7/2022,Yu,Male,1300000,Rabun Used Car Sales,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,Hatchback,8762315,Greenville
2985,6/7/2022,Zahra,Male,2525000,Race Car Help,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26500,78758-7841,Sedan,7702262,Pasco
2986,6/8/2022,Evan,Male,1670000,U-Haul CO,Toyota,Sienna,Overhead Camshaft,Manual,Red,19000,78758-7841,Passenger,8139909,Austin
2987,6/8/2022,Farhan,Male,955000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,8565875,Middletown
2988,6/8/2022,Felix,Male,2050000,C & M Motors Inc,BMW,528i,Overhead Camshaft,Manual,Red,29000,60504-7114,SUV,6474678,Aurora
2989,6/8/2022,Gabriel,Male,13500,Capitol KIA,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,38701-8047,SUV,7964390,Greenville
2990,6/8/2022,Gavin,Male,500000,Chrysler of Tri-Cities,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,99301-3882,SUV,6806193,Pasco
2991,6/8/2022,George,Male,1575000,Chrysler Plymouth,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16500,53546-9427,Sedan,8211399,Janesville
2992,6/8/2022,Harrison,Female,1991000,Classic Chevy,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29100,85257-3102,Passenger,7385862,Scottsdale
2993,6/8/2022,Hayden,Female,1425000,Clay Johnson Auto Sales,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,20500,78758-7841,SUV,8492749,Austin
2994,6/8/2022,Henry,Male,1555000,Diehl Motor CO Inc,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12500,06457-3834,SUV,7443037,Middletown
2995,6/8/2022,Amir,Male,865000,Pars Auto Sales,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,38701-8047,SUV,6273209,Greenville
2996,6/8/2022,Anderson,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,99301-3882,SUV,6649752,Pasco
2997,6/8/2022,Andre,Male,525000,Progressive Shippers Cooperative Association No,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,53546-9427,Hatchback,6360165,Janesville
2998,6/8/2022,Amari,Male,1075000,Saab-Belle Dodge,Infiniti,I30,Overhead Camshaft,Manual,Pale White,16500,60504-7114,Hardtop,7195681,Scottsdale
2999,6/8/2022,Andrew,Male,1135000,Race Car Help,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25500,78758-7841,SUV,6024911,Austin
3000,6/8/2022,Adan,Male,1455000,Chrysler of Tri-Cities,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16500,99301-3882,Hardtop,8437660,Middletown
3001,6/8/2022,Angel,Male,13500,Saab-Belle Dodge,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,60504-7114,Hatchback,8428823,Aurora
3002,6/8/2022,Adrian,Male,13500,Clay Johnson Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,78758-7841,Hardtop,7138907,Pasco
3003,6/8/2022,Anthony,Male,499000,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,8113062,Pasco
3004,6/8/2022,Esther,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,99301-3882,Hatchback,7792272,Pasco
3005,6/8/2022,Estrella,Male,1016000,Progressive Shippers Cooperative Association No,Volvo,S40,Overhead Camshaft,Manual,Black,36600,53546-9427,Sedan,6250147,Janesville
3006,6/8/2022,Eva,Male,1330000,Rabun Used Car Sales,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,85257-3102,Passenger,6664134,Scottsdale
3007,6/8/2022,Evelyn,Male,1540000,Race Car Help,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Hatchback,8650623,Austin
